State,Sector,Gender,Indicator,Migration Reason,Value
Arunachal Pradesh,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Studies,23.4
Arunachal Pradesh,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Studies,3.3
Arunachal Pradesh,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Studies,1.1
Arunachal Pradesh,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,To take up employment / better employment,1.5
Arunachal Pradesh,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,To take up employment / better employment,-
Arunachal Pradesh,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,To take up employment / better employment,9.3
Arunachal Pradesh,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,To take up employment / better employment,10.3
Arunachal Pradesh,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Transfer of service/ contract,2.4
Arunachal Pradesh,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Transfer of service/ contract,1.4
Arunachal Pradesh,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Transfer of service/ contract,12.4
Arunachal Pradesh,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Transfer of service/ contract,8.9
Arunachal Pradesh,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,*,1.2
Arunachal Pradesh,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,*,1.5
Arunachal Pradesh,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,*,1.5
Arunachal Pradesh,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,*,1.3
Assam,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Acquisition of own house/ flat,2.8
Assam,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Acquisition of own house/ flat,0
Assam,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Acquisition of own house/ flat,1.2
Assam,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Acquisition of own house/ flat,0.3
Assam,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Business,1.7
Assam,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Business,-
Assam,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Business,4.1
Assam,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Business,0.2
Assam,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Displacement by development project,-
Assam,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Displacement by development project,-
Assam,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Displacement by development project,-
Assam,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Displacement by development project,-
Assam,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Health care,0.7
Assam,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Health care,0.2
Assam,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Health care,0
Assam,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Health care,0
Assam,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Housing problems/  insufficient land holding,3.7
Assam,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Housing problems/  insufficient land holding,0.3
Assam,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Housing problems/  insufficient land holding,3.9
Assam,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Housing problems/  insufficient land holding,0.5
Assam,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of better employment,21.1
Assam,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of better employment,0.1
Assam,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of better employment,27
Assam,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of better employment,0.8
Assam,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of employment,9.3
Assam,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of employment,0
Assam,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of employment,11.5
Assam,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of employment,0.6
Assam,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Marriage,20.4
Assam,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Marriage,96.7
Assam,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Marriage,4
Assam,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Marriage,75.5
Assam,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Migration of parent/earning member of the family,7.8
Assam,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Migration of parent/earning member of the family,1.4
Assam,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Migration of parent/earning member of the family,15.3
Assam,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Migration of parent/earning member of the family,16.8
Assam,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Natural disaster (drought,flood, tsunami, etc.)",1.9
Assam,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Natural disaster (drought,flood, tsunami, etc.)",0.2
Assam,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Natural disaster (drought,flood, tsunami, etc.)",0.1
Assam,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Natural disaster (drought,flood, tsunami, etc.)",0
Assam,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Others,7.1
Assam,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Others,0.4
Assam,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Others,4
Assam,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Others,1.6
Assam,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Post retirement,1.6
Assam,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Post retirement,0
Assam,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Post retirement,1.2
Assam,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Post retirement,0.1
Assam,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Proximity to place of work,1.9
Assam,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Proximity to place of work,0
Assam,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Proximity to place of work,3.4
Assam,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Proximity to place of work,0.1
Assam,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Scarcity of water,0.1
Assam,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Scarcity of water,-
Assam,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Scarcity of water,0.1
Assam,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Scarcity of water,0
Assam,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Social/political problems (riots, terrorism, political refugee, bad law and order, etc.)",0.2
Assam,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Social/political problems (riots, terrorism, political refugee, bad law and order, etc.)",0.2
Assam,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Social/political problems (riots, terrorism, political refugee, bad law and order, etc.)",0.1
Assam,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Social/political problems (riots, terrorism, political refugee, bad law and order, etc.)",0.2
Assam,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Studies,5.3
Assam,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Studies,0.3
Assam,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Studies,6.6
Assam,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Studies,1.9
Assam,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,To take up employment / better employment,7.3
Assam,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,To take up employment / better employment,-
Assam,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,To take up employment / better employment,10.3
Assam,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,To take up employment / better employment,0.9
